Company Name,Industry,perm_id
Cota Co Ltd,Household & Personal Products,4295876998
Pou Sheng International (Holdings) Ltd,Industrial Machinery & Goods,4298008735
Samhwa Paint Industrial Co Ltd,Chemicals,4295882162
Wellneo Sugar Co Ltd,Agricultural Products,5035173443
Absa Bank Kenya PLC,Commercial Banks,4298007706
Satsuma Pharmaceuticals Inc,Biotechnology & Pharmaceuticals,5052544073
PSG Konsult Ltd,Asset Management & Custody Activities,4298312723
Ritek Corp,Hardware,4295891618
Sichuan Em Technology Co Ltd,Chemicals,5000697960
Zaoh Co Ltd,Multiline and Specialty Retailers & Distributors,4295879504
Bank Aladin Syariah Tbk PT,Commercial Banks,5000682587
OsstemImplant Co Ltd,Software & IT Services,4295881409
JK Tyre & Industries Ltd,Auto Parts,4295872965
Shanghai Chlor-Alkali Chemical Co Ltd,Chemicals,4295863895
Guangzhou Guangri Stock Co Ltd,Electrical & Electronic Equipment,4295864251
Ochi Holdings Co Ltd,Building Products & Furnishings,5000760197
Kaji Technology Corp,Industrial Machinery & Goods,4295878125
Visual Photonics Epitaxy Co Ltd,Semiconductors,4295892651
Tianda Pharmaceuticals Ltd,Biotechnology & Pharmaceuticals,4295871112
Estun Automation Co Ltd,Industrial Machinery & Goods,5037435697
First Real Estate Investment Trust of New Jersey,Real Estate,4295915532
Photon Energy NV,Electrical & Electronic Equipment,5035969927
Hangzhou Gaoxin Rubber & Plastic Materials Co Ltd,Industrial Machinery & Goods,5040260118
WT Microelectronics Co Ltd,Multiline and Specialty Retailers & Distributors,4295892157
Guangdong Xiongsu Technology Group Co Ltd,Chemicals,5000511914
LAC Co Ltd,Software & IT Services,4295880426
Ya-Man Ltd,Multiline and Specialty Retailers & Distributors,4296475275
Kitazawa Sangyo Co Ltd,Industrial Machinery & Goods,4295878936
Daitobo Co Ltd,"Apparel, Accessories & Footwear",4295877663
Dawonsys Co Ltd,Industrial Machinery & Goods,5000776825
Y.A.C. Holdings Co Ltd,Restaurants,4295879481
Kingland Group Holdings Ltd,Engineering & Construction Services,5050706507
Ningbo Peacebird Fashion Co Ltd,"Apparel, Accessories & Footwear",5000568959
AekyungChemical Co Ltd,Software & IT Services,5037843959
Nextensa NV,Chemicals,4295859471
CPI Aerostructures Inc,Software & IT Services,4295912996
Kukdong Oil & Chemicals Co Ltd,Chemicals,4295881787
Hayashikane Sangyo Co Ltd,Processed Foods,4295877606
Qingdao East Steel Tower Stock Co Ltd,Industrial Machinery & Goods,5001425498
North Media A/S,Media & Entertainment,4295866004
Cypress Semiconductor Corp,Semiconductors,4295903116
Okamoto Industries Inc,Industrial Machinery & Goods,4295876923
Tanaka Co Ltd,Software & IT Services,4295879396
Oracle Financial Services Software Ltd,Software & IT Services,4295872584
Believe SA,Electrical & Electronic Equipment,4296238074
Ichikawa Co Ltd,"Apparel, Accessories & Footwear",4295877603
Colowide Co Ltd,Restaurants,4295879588
Gemtek Technology Co Ltd,Semiconductors,4295892161
Daihatsu Diesel Mfg Co Ltd,Software & IT Services,4295876185
IGC Pharma Inc,Biotechnology & Pharmaceuticals,4295914806
Kawada Technologies Inc,Engineering & Construction Services,4298137336
Jess-Link Products Co Ltd,Hardware,4295892163
Ding Yi Feng Holdings Group International Ltd,Multiline and Specialty Retailers & Distributors,4295871444
Tatwah Smartech Co Ltd,Semiconductors,5000705477
Nishikawa Rubber Co Ltd,Industrial Machinery & Goods,4295877249
Zhejiang Double Arrow Rubber Co Ltd,Industrial Machinery & Goods,5000494944
Sanko Techno Co Ltd,Industrial Machinery & Goods,4295880193
Hengkang Medical Group Co Ltd,Biotechnology & Pharmaceuticals,4295864433
Lotte Energy Materials Corp,Oil & Gas Exploration & Production,4296737937
INPAQ Technology Co Ltd,Semiconductors,4295891824
Poval Kogyo Co Ltd,Chemicals,5039677491
Shibuya Corp,Industrial Machinery & Goods,4295876138
Sydney Airport,Professional & Commercial Services,5045851607
MARUWA Co Ltd,Software & IT Services,4295878653
Sun Corp,Industrial Machinery & Goods,4295878454
CMIC Holdings Co Ltd,Health Care Delivery,4295878513
Bright Dairy & Food Co Ltd,"Meat, Poultry & Dairy",4295865656
Zueblin Immobilien Holding AG,Real Estate,4295890540
Managem SA,Metals & Mining,4295884523
PKU HealthCare Corp Ltd,Biotechnology & Pharmaceuticals,4295863923
Huizhou China Eagle Electronic Technology Co Ltd,Hardware,5000576745
Shun On Electronic Co Ltd,Hardware,4295892472
Hokuto Corp,Agricultural Products,4295878897
Aerospace Industrial Development Corp,Aerospace & Defence,5001121384
Mirarth Holdings Inc,Restaurants,4295878392
Huapont Life Sciences Co Ltd,Biotechnology & Pharmaceuticals,4295865040
Dae Hwa Pharm Co Ltd,Biotechnology & Pharmaceuticals,4295881604
Antibiotice SA,Biotechnology & Pharmaceuticals,4296440714
Foshan Nationstar Optoelectronics Co Ltd,Semiconductors,4298149896
China Pioneer Pharma Holdings Ltd,Biotechnology & Pharmaceuticals,5040256767
Triveni Turbine Ltd,Electrical & Electronic Equipment,5000684929
Altech Co Ltd,Industrial Machinery & Goods,4295878647
Natoco Co Ltd,Chemicals,4295879154
Nakakita Seisakusho Co Ltd,Industrial Machinery & Goods,4295876474
Toyo Sugar Refining Co Ltd,Agricultural Products,4295878551
Sugai Chemical Industry Co Ltd,Chemicals,4295878110
AGV Products Corp,Processed Foods,4295891312
Shandong WIT Dyne Health Co Ltd,Health Care Delivery,4295865327
Cominix Co Ltd,Industrial Machinery & Goods,4298189184
Alltop Technology Co Ltd,Electrical & Electronic Equipment,4295891954
Chen Full International Co Ltd,Industrial Machinery & Goods,4295892084
Nice Corp,Software & IT Services,4295878695
Chongqing Lummy Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,5000364567
Hokuryo Co Ltd,Software & IT Services,5042950290
Redington Ltd,Software & IT Services,4295873727
CQV Co Ltd,Chemicals,5000743565
Estelle Holdings Co Ltd,"Apparel, Accessories & Footwear",4295879647
Radium Life Tech Co Ltd,Home Builders,4295891975
PChome Online Inc,E-Commerce,4295890942
Xiangtan Electric Manufacturing Co Ltd,Wind Technology & Project Developers,4295864922
Shenzhen Cereals Holdings Co Ltd,Non-Alcoholic Beverages,4295863888
Creative Technology Ltd,Software & IT Services,4295887754
Techwing Inc,Semiconductors,4298507446
Asahi-Seiki Manufacturing Co Ltd,Industrial Machinery & Goods,4295878145
Prelude Therapeutics Inc,Biotechnology & Pharmaceuticals,5057989338
Sai MicroElectronics Inc,Electrical & Electronic Equipment,5041980338
RealPage Inc,Software & IT Services,4295918143
Sabina PCL,"Apparel, Accessories & Footwear",4298008634
Kyokuto Boeki Kaisha Ltd,Industrial Machinery & Goods,4295878834
SAM Engineering & Equipment (M) Bhd,Industrial Machinery & Goods,4295883369
Jiangsu Yuxing Film Technology Co Ltd,Chemicals,5001426526
Murakami Corp,Auto Parts,4295877014
Fuji Seiko Ltd,Industrial Machinery & Goods,4295876229
Sanyo Industries Ltd,Industrial Machinery & Goods,4295877900
Origin Co Ltd,Electrical & Electronic Equipment,4295877878
Hengbao Co Ltd,Semiconductors,4295865649
Sugimoto & Co Ltd,Industrial Machinery & Goods,4295878981
Channel Well Technology Co Ltd,Electrical & Electronic Equipment,4295892658
Nanophase Technologies Corp,Chemicals,4295907247
Kawaguchi Chemical Industry Co Ltd,Chemicals,4295878113
National Industries Group Holding KPSC,Iron & Steel Producers,4295882834
TCNS Clothing Co Ltd,"Apparel, Accessories & Footwear",5036227074
Shenzhen Senior Technology Material Co Ltd,Industrial Machinery & Goods,5000837458
Dongsung Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4295881742
China Baoli Technologies Holdings Ltd,Hardware,4295870849
Dayang Enterprise Holdings Bhd,Oil & Gas Services,4295884252
Afi Properties Ltd,Real Estate,4295875048
Jiangsu Lianhuan Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4295864011
Seowonintech Co Ltd,Hardware,4298008970
Rich Development Construction Co Ltd,Real Estate,4295892424
Rain Oncology Inc,Biotechnology & Pharmaceuticals,5059955326
Sawai Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4295879299
Hokkaido Gas Co Ltd,Gas Utilities & Distributors,4295877598
Valens Company Inc,Chemicals,4297829021
RiceBran Technologies,Agricultural Products,4295902279
AU Small Finance Bank Ltd,Consumer Finance,4298491642
Nitto Fuji Flour Milling Co Ltd,Agricultural Products,4295877877
ENGlobal Corp,Industrial Machinery & Goods,4295904225
Star Delta Transformers Ltd,Electrical & Electronic Equipment,4296648158
Gubre Fabrikalari TAS,Chemicals,4295893650
Intiland Development Tbk PT,Real Estate,4295874409
WPT Industrial Real Estate Investment Trust,Real Estate,5038911814
Taurus Armas SA,Aerospace & Defence,4295859838
EverChina Intl Holdings Co Ltd,Restaurants,4295871402
Minda Corporation Ltd,Professional & Commercial Services,4298361197
Meiji Electric Industries Co Ltd,Electronic Manufacturing Services & Original Design Manufacturing,4295880713
Changchai Co Ltd,Industrial Machinery & Goods,4295864714
Daito Chemix Corp,Chemicals,4295877354
Fumakilla Ltd,Chemicals,4295876257
Guangdong Orient Zirconic Ind Sci & Tech Co Ltd,Chemicals,4295865334
Beijing Aerospace Changfeng Co Ltd,Aerospace & Defence,4295863773
Multiexport Foods SA,"Meat, Poultry & Dairy",4297703359
Wuxi Double Elephant Micro Fibre Material Co Ltd,Chemicals,4298149810
Igarashi Motors India Ltd,Auto Parts,4295872655
Kuroda Precision Industries Ltd,Industrial Machinery & Goods,4295876401
Gudeng Precision Industrial Co Ltd,Semiconductors,5000463174
Guangdong Tloong Technology Group Co Ltd,Hardware,5000667857
GCL New Energy Holdings Ltd,Industrial Machinery & Goods,4295871778
CSP International Fashion Group SpA,"Apparel, Accessories & Footwear",4295875566
Thirumalai Chemicals Ltd,Chemicals,4295872972
LX Hausys Ltd,Construction Materials,4298484197
Quest Resource Holding Corp,Metals & Mining,5000059926
Jiangsu Yinhe Electronics Co Ltd,Hardware,5001199832
Kyungdong Pharm,Biotechnology & Pharmaceuticals,4295882493
Sunplus Technology Co Ltd,Semiconductors,4295891848
Nippon Ceramic Co Ltd,Semiconductors,4295876514
L & A International Holdings Ltd,Food Retailers & Distributors,5044011702
JK Holdings Co Ltd,Multiline and Specialty Retailers & Distributors,4295877289
Jilin Zixin Pharmaceutical Industrial Co Ltd,Biotechnology & Pharmaceuticals,4295865326
Al Waha Capital PJSC,Consumer Finance,4298008643
Mori-Gumi Co Ltd,Engineering & Construction Services,4295876473
Enact Holdings Inc,Insurance,5038081287
Anhui Guangxin Agrochemical Co Ltd,Chemicals,5036212098
Guyana Goldfields Inc,Metals & Mining,4295862996
BCWorldPharm Co Ltd,Software & IT Services,5000842294
Shanghai Jiao Yun Group Co Ltd,Engineering & Construction Services,4295864105
Repco Home Finance Ltd,Consumer Finance,4296942022
Shenzhen Refond Optoelectronics Co Ltd,Semiconductors,5035153535
Nidec OKK Corp,Hardware,4295877887
Miyoshi Oil & Fat Co Ltd,Agricultural Products,4295877785
Boustead Singapore Ltd,Engineering & Construction Services,4295887813
SPC Samlip Co Ltd,Processed Foods,4295881197
Riken Vitamin Co Ltd,Processed Foods,4295876597
Daisan Co Ltd,Engineering & Construction Services,4295880064
Good Energy Group PLC,Electric Utilities & Power Generators,4297157956
WirelessGate Inc,Telecommunication Services,4297722310
Brodogradiliste Viktor Lenac dd,Multiline and Specialty Retailers & Distributors,4296393100
AMAG Pharmaceuticals Inc,Biotechnology & Pharmaceuticals,4295903284
LianChuang Electronic Technology Co Ltd,"Apparel, Accessories & Footwear",4295863585
Ningbo Exciton Technology Co Ltd,Hardware,4298065496
Haba Laboratories Inc,Household & Personal Products,4295880475
Eva Precision Industrial Holdings Ltd,Iron & Steel Producers,4295871941
Guangdong Silver Age Sci &Tech Co Ltd,Metals & Mining,5000518655
Unicafe Inc,Non-Alcoholic Beverages,4295880043
Widam Food Company QPSC,Processed Foods,4295886951
AirAsia X Bhd,Airlines,4297598428
Canoe EIT Income Fund,Real Estate,4296035047
Samick THK Co Ltd,Industrial Machinery & Goods,4295881830
Binex Co Ltd,Biotechnology & Pharmaceuticals,4295882122
BTRS Holdings Inc,Software & IT Services,5069468133
Arisawa Mfg Co Ltd,Software & IT Services,4295876176
WidePoint Corp,Software & IT Services,4295915433
Klaveness Combination Carriers ASA,Marine Transportation,5065378281
Changzheng Engineering Co Ltd,Coal Operations,5041758687
Nova Eye Medical Ltd,Medical Equipment & Supplies,4295857777
Responsive Industries Ltd,Chemicals,5000780229
Jih Lin Technology Co Ltd,Semiconductors,5037840175
Tipco Foods PCL,Non-Alcoholic Beverages,4295893325
Qingdao Copton Technology Co Ltd,Chemicals,5041980026
Hwashin Co Ltd,Software & IT Services,4295881777
Star Equity Holdings Inc,Health Care Delivery,4295915653
HyUnion Holding Co Ltd,Appliance Manufacturing,5000517716
Pioneer Food Group Ltd,Processed Foods,4295889164
Chengdu Wintrue Holding Co Ltd,Chemicals,4298354707
Tecon Biology Co Ltd,Agricultural Products,4295865301
Singamas Container Holdings Ltd,Industrial Machinery & Goods,4295871212
Nanning Chemical Industry Co Ltd,Chemicals,4295865538
Jupai Holdings Ltd,Asset Management & Custody Activities,5046056919
Fujian Rongji Software Co Ltd,Software & IT Services,5000840346
China Fangda Group Co Ltd,Industrial Machinery & Goods,4295864161
Nishoku Technology Inc,Hardware,5000492036
Arwana Citramulia Tbk PT,Multiline and Specialty Retailers & Distributors,4295874798
Sfil SA,Electrical & Electronic Equipment,5038044574
Pietro Co Ltd,Processed Foods,4295878155
IJTT Co Ltd,Auto Parts,5040045703
Ichiyoshi Securities Co Ltd,Investment Banking & Brokerage,4295876284
Autohellas SA,Car Rental & Leasing,4295870638
Orbis Se,Hardware,4295869619
Apex Healthcare Bhd,Health Care Distributors,4295883511
Der Future Science and Technology Holding Group Co Ltd,Hardware,5035886244
Superior Drilling Products Inc,Oil & Gas Services,5042247953
Dongkook Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4295882458
Tonghua Golden-Horse Pharmaceutical Industry Co Ltd,Biotechnology & Pharmaceuticals,4295865060
Immunomedics Inc,Software & IT Services,4295906779
Koike Sanso Kogyo Co Ltd,Industrial Machinery & Goods,4295878135
Tibet Cheezheng Tibetan Medicine Co Ltd,Biotechnology & Pharmaceuticals,5000087817
Argo Blockchain PLC,Software & IT Services,5064581133
NJS Co Ltd,Waste Management,4295877154
Hebei Changshan Biochemical Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4297162240
Vision Inc,E-Commerce,5000444363
AP Oil International Ltd,Chemicals,4295887537
Pittler Maschinenfabrik AG,Industrial Machinery & Goods,4295868999
Noroo Holdings Co Ltd,Chemicals,4295880969
Howa Machinery Ltd,Industrial Machinery & Goods,4295877595
Sixth of October Development and Investment Co SAE,Real Estate,4295866297
Vietnam Prosperity Joint Stock Commercial Bank,Commercial Banks,4298066526
Beijingwest Industries International Ltd,Auto Parts,4295871935
Balder Finland Oyj,Pulp & Paper Products,5074787774
Sanderson Design Group PLC,Professional & Commercial Services,4295894105
JW Holdings Corp,Health Care Distributors,4295881585
Holy Stone Enterprise Co Ltd,Hardware,4295891619
Xiamen Changelight Co Ltd,Semiconductors,5000755859
Shanghai Belling Corp Ltd,"Apparel, Accessories & Footwear",4295865491
Artego SA,Industrial Machinery & Goods,4297717114
Man Industries India Ltd,Industrial Machinery & Goods,4295873602
Jentech Precision Industrial Co Ltd,Hardware,4298107485
Tsui Wah Holdings Ltd,Restaurants,5037947632
Taidoc Technology Corp,Medical Equipment & Supplies,4298075244
Cluster Technology Co Ltd,Chemicals,4295878921
Crystal Clear Electronic Material Co Ltd,Hardware,5042948324
Taiyo Kagaku Co Ltd,Chemicals,4295876680
Poly Union Chemical Holding Group Co Ltd,Chemicals,4295864934
Kukdo Chemical Co Ltd,Chemicals,4295881601
Beijing Jingyuntong Technology Co Ltd,Semiconductors,4298377249
Wuxi Honghui New Materials Technology Co Ltd,Chemicals,5041981266
Enshu Ltd,Industrial Machinery & Goods,4295877644
Netronix Inc,Hardware,4295891859
Shenzhen Microgate Technology Co Ltd,Semiconductors,5037282457
Zhejiang Hisoar Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4295865584
Yaizu Suisankagaku Industry Co Ltd,Processed Foods,4295878949
Metalart Corp,Industrial Machinery & Goods,4295876266
Shinwa Co Ltd,Software & IT Services,4297266086
Toyo Shutter Co Ltd,Electrical & Electronic Equipment,4295878141
Flour Mills of Nigeria PLC,Processed Foods,4295986166
Alzchem Group AG,Chemicals,4295869849
Jinhe Biotechnology Co Ltd,Biotechnology & Pharmaceuticals,5000465025
Fujian Torch Electron Technology Co Ltd,Electronic Manufacturing Services & Original Design Manufacturing,5041750271
Lottomatica SpA,Asset Management & Custody Activities,5051601484
Leatec Fine Ceramics Co Ltd,Hardware,4295891850
Nederlandse Gasunie NV,Chemicals,4295884978
Frequency Electronics Inc,Hardware,4295904024
Shandong Minhe Animal Husbandry Co Ltd,"Meat, Poultry & Dairy",4298008649
Ningbo Henghe Precision Industry Co Ltd,Toys & Sporting Goods,5041758716
OPTiM Corp,Software & IT Services,4298504036
Shandong Ruifeng Chemical Co Ltd,Chemicals,5000528559
ABPro Bio Co Ltd,Biotechnology & Pharmaceuticals,5001407414
Huons Global Co Ltd,Biotechnology & Pharmaceuticals,4295882432
Granules India Ltd,Biotechnology & Pharmaceuticals,4295873932
Advan Group Co Ltd,Restaurants,4295879039
TuSimple Holdings Inc,Road Transportation,5080042423
Graphite Bio Inc,Biotechnology & Pharmaceuticals,5076089527
Awa Bank Ltd,Commercial Banks,4295880489
Tanseisha Co Ltd,Professional & Commercial Services,4295876682
BioTelemetry Inc,Software & IT Services,5039650109
Nagano Keiki Co Ltd,Electrical & Electronic Equipment,4295879139
Filinvest Land Inc,Real Estate,4295886141
Asahi Kogyosha Co Ltd,Engineering & Construction Services,4295877704
Zhejiang Wanliyang Co Ltd,Industrial Machinery & Goods,5000744961
Hubei Huitian New Materials Co Ltd,Chemicals,5000615004
Helios Techno Holding Co Ltd,Household & Personal Products,4295880620
Jiangxi Lianchuang Opto Electronic Science &Technology Co Ltd,Hardware,4295865259
Highwater Ethanol LLC,Chemicals,4297624675
Aldermore Group PLC,Alcoholic Beverages,5037845109
Hangzhou Zhongheng Electric Co Ltd,Electrical & Electronic Equipment,5000641377
Misonix Inc,Software & IT Services,5069463594
Marubeni Construction Material Lease Co Ltd,Commercial Banks,4295876402
Nippon Chemiphar Co Ltd,Biotechnology & Pharmaceuticals,4295877828
Ningbo Orient Wires & Cables Co Ltd,Electrical & Electronic Equipment,5000511411
Daewon Kangup Co Ltd,Home Builders,4295880949
Kamei Corp,Oil & Gas Refining & Marketing,4295875952
Delta Manufacturing Ltd,"Apparel, Accessories & Footwear",4295940940
Dong-A ST Co Ltd,Biotechnology & Pharmaceuticals,5039189081
Sinfonia Technology Co Ltd,Industrial Machinery & Goods,4295877961
Eckoh PLC,Software & IT Services,4295896998
Ngai Hing Hong Co Ltd,Chemicals,4295871210
Partron Co Ltd,Hardware,4295882395
J Kumar Infraprojects Ltd,Engineering & Construction Services,4298015044
Aurora Optoelectronics Co Ltd,Biotechnology & Pharmaceuticals,4295865357
Sejong Industrial Co Ltd,Auto Parts,4295882317
Kitano Construction Corp,Engineering & Construction Services,4295877755
Viomi Technology Co Ltd,Appliance Manufacturing,5065327903
A-Tech Solution Co Ltd,Industrial Machinery & Goods,4298483825
Kel Corp,Electrical & Electronic Equipment,4295879752
Varian Medical Systems Inc,Medical Equipment & Supplies,4295912319
Duksung Co Ltd,Chemicals,4295881721
National General Holdings Corp,Commercial Banks,5037999179
Carna Biosciences Inc,Biotechnology & Pharmaceuticals,4295879043
Guangdong Goworld Co Ltd,Hardware,4295864775
Avalon Holdings Corp,Software & IT Services,4295903497
Fujipream Corp,Electrical & Electronic Equipment,4295879778
Iljin Holdings Co Ltd,Electrical & Electronic Equipment,4295881676
Khang Dien House Trading and Investment JSC,Home Builders,5000633875
Vilniaus Baldai AB,Building Products & Furnishings,4295926618
InnerWorkings Inc,Software & IT Services,4295902370
Taiyo Koki Co Ltd,Industrial Machinery & Goods,4295880282
Ovintiv Exploration Inc,Metals & Mining,4295904610
Tamilnadu Petroproducts Ltd,Chemicals,4295873364
Depo Auto Parts Industrial Co Ltd,Auto Parts,4295891298
Jiangsu Zhengdan Chemical Industry Co Ltd,Chemicals,5037930681
Jilin Chemical Fibre Stock Co Ltd,Chemicals,4295865507
A&A Material Corp,"Apparel, Accessories & Footwear",4295876160
Comture Corp,Software & IT Services,4295877019
Odawara Engineering Co Ltd,Industrial Machinery & Goods,4295880013
Tibet GaoZheng Explosive Co Ltd,Chemicals,5036216377
Purecycle Technologies Inc,Waste Management,5079157162
Anhui Shenjian New Materials Co Ltd,Chemicals,5000468356
Adamis Pharmaceuticals Corp,Biotechnology & Pharmaceuticals,4295905898
Krosaki Harima Corp,Construction Materials,4295877622
AvePoint Inc,Software & IT Services,5071149936
Guangdong Rongtai Industry Co Ltd,Chemicals,4295863631
Wenzhou Hongfeng Electrical Alloy Co Ltd,Hardware,5034847345
Aarti Drugs Ltd,Biotechnology & Pharmaceuticals,4295873816
ilShinBioBase Co Ltd,Medical Equipment & Supplies,4298015130
Hokkoku Bank Ltd,Commercial Banks,4295877601
Cyanotech Corp,Industrial Machinery & Goods,4295906101
Jiangsu Kuangshun Photosensitivity New-Material Stock Co Ltd,Chemicals,5043338694
Mayur Uniquoters Ltd,"Apparel, Accessories & Footwear",4295873514
Shanghai Kinlita Chemical Co Ltd,Chemicals,4297052085
Core-Mark Holding Company Inc,Chemicals,4295900082
C Rad AB,Software & IT Services,4295890412
SIIC Environment Holdings Ltd,Water Utilities & Services,4295888190
Burelle SA,Industrial Machinery & Goods,4295867505
Dhani Services Ltd,Hotels & Lodging,4295872598
Jiangyin Haida Rubber and Plastic Co Ltd,Chemicals,5000701680
Samrat Pharmachem Ltd,Chemicals,4296126249
Shinwha Intertek Corp,Electrical & Electronic Equipment,4295882163
Techno Medica Co Ltd,Medical Equipment & Supplies,4295878749
Be Shaping the Future SpA,Asset Management & Custody Activities,4295875698
Chongyi Zhangyuan Tungsten Co Ltd,Industrial Machinery & Goods,5000669798
Rion Co Ltd,Medical Equipment & Supplies,4295879216
Tokai Holdings Corp,Oil & Gas Refining & Marketing,5016832514
Ignitis Grupe AB,Software & IT Services,5000609627
Kedge Construction Co Ltd,Engineering & Construction Services,4295891955
China Singyes New Material Holdings Ltd,Chemicals,5051757999
Leong Hup International Bhd,"Meat, Poultry & Dairy",5044341569
Eltek Ltd,Hardware,4295875237
Boursa Kuwait Securities Company KPSC,Investment Banking & Brokerage,5052527784
Huaneng Lancang River Hydropower Inc,Electric Utilities & Power Generators,5000068587
Zhejiang Shuanghuan Driveline Co Ltd,Auto Parts,5000514223
Soltec Power Holdings SA,Solar Technology & Project Developers,5073086312
Soltech Energy Sweden AB (publ),Oil & Gas Exploration & Production,5001325919
Pontex Polyblend Co Ltd,Chemicals,4295892015
Taqa Morocco SA,Electrical & Electronic Equipment,4296763330
Shanghai Hongda New Material Co Ltd,Chemicals,4295864945
EstechPharma Co Ltd,Biotechnology & Pharmaceuticals,4295881327
Sichuan Road & Bridge Group Co Ltd,Engineering & Construction Services,4295864289
Central Pharmaceutical JSC No3,Biotechnology & Pharmaceuticals,5046317614
Gettop Acoustic Co Ltd,Software & IT Services,5000437484
Nuvotec Co Ltd,Construction Materials,4295881103
Lianhe Chemical Technology Co Ltd,Chemicals,4298025319
Chuo Malleable Iron Co Ltd,Auto Parts,4295876208
Dongsung Chemical Co Ltd,Chemicals,4298025340
Jiangsu Newamstar Packaging Machinery Co Ltd,Industrial Machinery & Goods,5000504509
Shandong Polymer Biochemicals Co Ltd,Chemicals,5000518171
Washington Prime Group Inc,Real Estate,5042263946
China Baoan Group Co Ltd,Electrical & Electronic Equipment,4295863793
Cerevel Therapeutics Holdings Inc,Biotechnology & Pharmaceuticals,5078356542
EST Tools Co Ltd,Industrial Machinery & Goods,5041976877
CTC Bio Inc,Health Care Distributors,4295881894
Roularta Media Group NV,Media & Entertainment,4295859489
Kortek Corp,Hardware,4295882008
DSR Corp,Industrial Machinery & Goods,5035734979
Shenzhen Liande Automatic Equipment Co Ltd,Industrial Machinery & Goods,5042953077
China Reform Culture Holdings Co Ltd,Chemicals,4295864645
Mayinglong Pharmaceutical Group Co Ltd,Biotechnology & Pharmaceuticals,4295865408
UniTest Inc,Semiconductors,4295882038
Absci Corp,Biotechnology & Pharmaceuticals,5041077561
Shanghai Hanbell Precise Machinery Co Ltd,Industrial Machinery & Goods,4295865543
Dongguan Development Holdings Co Ltd,Engineering & Construction Services,4295864811
CureVac NV,Biotechnology & Pharmaceuticals,5076167305
Saizeriya Co Ltd,Restaurants,4295878777
Hanil Hyundai Cement Co Ltd,Construction Materials,4295881032
Butler National Corp,Casinos & Gaming,4295912722
Gayatri Projects Ltd,Engineering & Construction Services,4295874321
MNRL Sub Inc,Software & IT Services,5068339352
Dahu Aquaculture Co Ltd,"Meat, Poultry & Dairy",4295865076
Shanghai Zhezhong Group Co Ltd,Construction Materials,5000626686
Maezawa Kasei Industries Co Ltd,Construction Materials,4295877115
Nanfang Black Sesame Group Co Ltd,Processed Foods,4295865398
DCW Ltd,Chemicals,4295873431
Beijing Beilu Pharmaceutical Co Ltd,Medical Equipment & Supplies,4298068041
Shanghai Tianyang Hot Melt Adhesives Co Ltd,Chemicals,5000503697
Kanda Tsushinki Co Ltd,Telecommunication Services,4295879304
BOSUN Co Ltd,Software & IT Services,5000085103
Adjuvant Holdings Co Ltd,Restaurants,5037943703
Works co uk PLC,Building Products & Furnishings,5064600407
Bharat Bijlee Ltd,Industrial Machinery & Goods,4295873066
Qingdao Weflo Valve Co Ltd,Industrial Machinery & Goods,5046285386
China Silver Technology Holdings Ltd,Hardware,4295865223
Vieworks Co Ltd,Medical Equipment & Supplies,5000060622
Reyon Pharmaceutical Co Ltd,Biotechnology & Pharmaceuticals,4298520685
Invesque Inc,Asset Management & Custody Activities,5052532200
Baiyang Investment Group Inc,"Meat, Poultry & Dairy",5035964638
Ohizumi MFG Co Ltd,Software & IT Services,4297067877
Spotless Group Holdings Ltd,Professional & Commercial Services,5040695019
Tianshui Zhongxing Bio-technology Co Ltd,Agricultural Products,5040701378
GP Strategies Corp,Biotechnology & Pharmaceuticals,4295904038
Zhejiang Yinlun Machinery Co Ltd,Auto Parts,4295864206
Searle Company Ltd,Chemicals,4295885873
CMBC Capital Holdings Ltd,Metals & Mining,4295871684
Cecep Environmental Protection Equipment Co Ltd,Electrical & Electronic Equipment,5001188166
Jiangsu Yawei Machine Tool Co Ltd,Industrial Machinery & Goods,5000551853
Totoku Electric Co Ltd,Electrical & Electronic Equipment,4295878563
Autech Corp,Electrical & Electronic Equipment,4295881500
LMS Co Ltd,Professional & Commercial Services,4298008956
Nexus Infrastructure PLC,Engineering & Construction Services,4298446048
Gamecard Joyco Holdings Inc,Restaurants,5016820554
4D Molecular Therapeutics Inc,Biotechnology & Pharmaceuticals,5046652758
Cosmax Inc,Household & Personal Products,5042241490
Bin Chuan Enterprise Co Ltd,Industrial Machinery & Goods,4295892302
Fuyo General Lease Co Ltd,Commercial Banks,4295880746
Yantai Shuangta Food Co Ltd,Processed Foods,5000939824
Fox Wizel Ltd,"Apparel, Accessories & Footwear",4296402574
Inmode Ltd,Medical Equipment & Supplies,5070519782
DFI Inc,Software & IT Services,4295892440
Jiangsu Nanfang Bearing Co Ltd,Industrial Machinery & Goods,5000549603
Musashi Seimitsu Industry Co Ltd,Auto Parts,4295879128
Hailir Pesticides and Chemicals Group Co Ltd,Chemicals,5000535815
Nitchitsu Co Ltd,Industrial Machinery & Goods,4295876536
