company_name,perm_id,ticker_code,industry,
Senko Co Ltd,5037044471,347000,Electrical & Electronic Equipment,
Ningbo Zhenyu Technology Co Ltd,5038065828,300953,Industrial Machinery & Goods,
QuantumCTek Co Ltd,5064647964,688027,Hardware,
KIYO Learning Co Ltd,5064600522,7353,Education,
Boa Safra Sementes SA,5058606334,SOJA3,Agricultural Products,
Road Environment Technology Co Ltd,5035746005,688156,Waste Management,
Indrayani Biotech Ltd,4295973581,IYB,Software & IT Services,
Himalaya Granites Ltd,4296711562,HGR,Construction Materials,
Thai Union Group PCL,4295892868,TUFBY,Meat, Poultry & Dairy,
Nass Valley Gateway Ltd,4297789293,NVG,Metals & Mining,
HL D&I Halla Corp,4295881740,CHL,E-Commerce,
Adhbhut Infrastructure Ltd,5046059409,ADHI,Real Estate,
Pensionbee Group PLC,5080026739,PBEE,Asset Management & Custody Activities,
AFP Habitat SA,5040058036,HABITAC1,Asset Management & Custody Activities,
Hadley Investments SOCIMI SAU,5051005379,YHLY,Real Estate,
Primcom SA,4297953639,PRIB,Real Estate,
Naturelgaz Sanayi ve Ticaret AS,5035155485,NTGAZ,Gas Utilities & Distributors,
Putra Mandiri Jembar Tbk PT,5072793519,PMJS,Multiline and Specialty Retailers & Distributors,
Vegetable Oil Packing JSC,4297707630,VPK,Containers & Packaging,
Kimura Kohki Co Ltd,4297379786,6231,Building Products & Furnishings,
Consumer Capital Group Inc,4298039429,CCGN,E-Commerce,
Drum Income Plus REIT PLC,5046040705,DRIP,Real Estate,
Compass Inc,5037990375,COMP,Real Estate Services,
Gaby Inc,5041074295,GABY,Processed Foods,
XTC New Energy Materials Xiamen Co Ltd,5076355784,688778,Chemicals,
iPure Labs Inc,4295902341,IPLB,Oil & Gas - Exploration & Production,
Shree Precoated Steels Ltd,5000071998,SHPS,Iron & Steel Producers,
Sun Retail Ltd,5066576361,SUNRET,Food Retailers & Distributors,
Nubeva Technologies Ltd,5056407988,NBVA,Software & IT Services,
Stopklatka SA,5000760726,STK,Media & Entertainment,
Yangzhou Seashine New Materials Co Ltd,5069408474,300885,Industrial Machinery & Goods,
Art Nirman Ltd,5052133904,ANL,Metals & Mining,
Tulla Resources PLC,5008426604,TUL,Metals & Mining,
OneAll International Ltd,5046710385,1AL,Building Products & Furnishings,
Zann Corp,4295914745,ZNNC,Asset Management & Custody Activities,
Brandbee Holding AB,5049103270,BRANDB,Software & IT Services,
Polarx Ltd,5050914515,PXX,Metals & Mining,
MotorK Ltd,5055072134,MTRK,Software & IT Services,
Alaska Power & Telephone Co,4296466378,APTL,Electric Utilities & Power Generators,
ATM SA,4295886461,ATM,Telecommunication Services,
SuNam Co Ltd,5040186595,294630,Electrical & Electronic Equipment,
4Sight Holdings Ltd,5057831942,4SI,Software & IT Services,
Il Science Co Ltd,5065367030,122050,Electrical & Electronic Equipment,
Labomar SpA,5035552683,LBM,Household & Personal Products,
Beijing Bayi Space LCD Technology Co Ltd,5040950810,688181,Semiconductors,
GCM Resources plc,4295897666,GCM,Coal Operations,
Binh Dinh Water Supply and Sewerage JSC,5044169036,BDW,Water Utilities & Services,
Masterbeat Corp,4296253882,MSTO,Internet Media & Services,
Cable & Wireless Jamaica Ltd,4295875878,APWC,Hardware,
LAVA Therapeutics NV,5057824104,LVTX,Biotechnology & Pharmaceuticals,
RaemongRaein Co Ltd,5044177133,200350,Media & Entertainment,
Shindo Eng Lab Ltd,5062436863,290520,Industrial Machinery & Goods,
Ebrains Inc,5040255211,6599,Hardware,
National Investments Fund Ltd,4295871961,1227,Asset Management & Custody Activities,
Long Young Electronic Kunshan Co Ltd,5074205894,301389,Hardware,
Fuling Global Inc,5046438440,FORK,Appliance Manufacturing,
Capital Trade Links Ltd,5040790995,CTLL,Consumer Finance,
Parkway Minerals NL,5033562406,PWN,Chemicals,
Saraswati Griya Lestari Tbk PT,5037955375,HOTL,Real Estate,
Niutech Environment Technology Corp,5057950131,688309,Waste Management,
Mahanivesh India Ltd,5000694443,MHVI,Investment Banking & Brokerage,
Anhui Landun Photoelectron Co Ltd,5043449985,300862,Hardware,
Rainbow Papers Ltd,4295873493,RBWP,Pulp & Paper Products,
Navya SA,5046712955,NAVYA,Automobiles,
M&C SpA,4295875488,M,Multiline and Specialty Retailers & Distributors,
Protect Pharmaceutical Corp,4297496259,PRTT,Biotechnology & Pharmaceuticals,
Tcm Group A/S,5039680674,TCM,Building Products & Furnishings,
Granite City Food & Brewery Ltd,4295902996,GCFB,Restaurants,
Bisil Plast Ltd,4297476595,BISP,Containers & Packaging,
Airtech Japan Ltd,4295875885,6291,Industrial Machinery & Goods,
Affinity Bancshares Inc,5076841566,AFBI,Commercial Banks,
Xin Hee Co Ltd,5042948806,003016,Apparel, Accessories & Footwear,
Momenta Pharmaceuticals Inc,4295905231,MNTA,Biotechnology & Pharmaceuticals,
Beijing Zhidemai Technology Co Ltd,5049096094,300785,Internet Media & Services,
Anhui Xinbo Aluminum Co Ltd,5074555763,003038,Metals & Mining,
Mcafee Corp,5001607346,MCFE,Software & IT Services,
No Borders Inc,4295907328,NBDR,Real Estate Services,
Inner Spirit Holdings Ltd,5056404743,ISH,Biotechnology & Pharmaceuticals,
Westlake Chemical Partners LP,5042274216,WLKP,Chemicals,
Jiuzhitang Co Ltd,4295865206,000989,Biotechnology & Pharmaceuticals,
Aamra Networks Ltd,5054811583,AAMRANET,Software & IT Services,
Luxin Venture Capital Group Co Ltd,4295863684,600783,Construction Materials,
Alps Logistics Co Ltd,4295877049,9055,Air Freight & Logistics,
Canare Electric Co Ltd,4295879573,5819,Electrical & Electronic Equipment,
Hiroshima Gas Co Ltd,4295877205,9535,Gas Utilities & Distributors,
Alimera Sciences Inc,4296927285,ALIM,Biotechnology & Pharmaceuticals,
South Indian Bank Ltd,4295873751,SIB,Commercial Banks,
Itoki Corp,4295875955,7972,Building Products & Furnishings,
Renhe Pharmacy Co Ltd,4295864111,000650,Biotechnology & Pharmaceuticals,
Telekom Slovenije dd,4295888344,TLSG,Telecommunication Services,
Prima Marine PCL,5053503311,PRM,Oil & Gas - Midstream,
Jiangsu Hengshun Vinegar Industry Co Ltd,4295864425,600305,Processed Foods,
Zhejiang Hisun Pharmaceutical Co Ltd,4295865361,600267,Biotechnology & Pharmaceuticals,
United American Corp,4295914332,UAMA,Telecommunication Services,
Sharda Cropchem Ltd,5041078684,SHCR,Chemicals,
Dairei Co Ltd,4296372978,2883,Meat, Poultry & Dairy,
REALIA Business SA,4295889620,RLIA,Real Estate,
Wilson ASA,4295885402,WILS,Marine Transportation,
CARBO Ceramics Inc,4295903664,CRR,Oil & Gas - Services,
Guangdong Dowstone Technology Co Ltd,5037476859,300409,Chemicals,
Chuo Spring Co Ltd,4295878703,5992,Auto Parts,
Nocil Ltd,4295872674,NOCIL,Chemicals,
Changchun Faway Automobile Components Co Ltd,4295864388,600742,Auto Parts,
Roadrunner Transportation Systems Inc,5000040385,RRTS,Road Transportation,
Anhui Jiangnan Chemical Industry Co Ltd,4298007689,002226,Chemicals,
CS Wind Corp,5000449226,112610,Wind Technology & Project Developers,
Rolandos Enterprises Public Ltd,4296382359,ROL,Household & Personal Products,
Simona AG,4295868864,SIM,Chemicals,
Sioen Industries NV,4295859448,SIOE,Apparel, Accessories & Footwear,
Ifuji Sangyo Co Ltd,4295880130,2924,Food Retailers & Distributors,
EQS Group AG,4295870085,EQS,Internet Media & Services,
Gigastorage Corp,4295891616,2406,Hardware,
Alinco Inc,4295879794,5933,Industrial Machinery & Goods,
QPL International Holdings Ltd,4295870999,243,Semiconductors,
KoMiCo Ltd,5040058429,183300,Semiconductors,
DIT Group Ltd,4295870979,726,Real Estate,
Daishin Securities Co Ltd,4295880984,003540,Investment Banking & Brokerage,
Lanzhou LS Heavy Equipment Co Ltd,5035748230,603169,Industrial Machinery & Goods,
Sung Kwang Bend Co Ltd,4295881502,014620,Industrial Machinery & Goods,
Celldex Therapeutics Inc,4297103233,CLDX,Biotechnology & Pharmaceuticals,
Anhui Shiny Electronic Technology Co Ltd,5074209563,300956,Industrial Machinery & Goods,
CF Energy Corp,5064646941,CFY,Gas Utilities & Distributors,
Non-Standard Finance PLC,5044507280,NSF,Consumer Finance,
Hsinjing Holding Co Ltd,5073352035,3713,Solar Technology & Project Developers,
Atlas Insurance Ltd,4295917252,ATIL,Insurance,
Matsuoka Corp,4297159139,3611,Apparel, Accessories & Footwear,
Sequans Communications SA,4296988860,SQNS,Semiconductors,
Dongguan Kingsun Optoelectronic Co Ltd,5000791091,002638,Electrical & Electronic Equipment,
Mie Kotsu Group Holdings Inc,4295877543,3232,Real Estate Services,
SML Isuzu Ltd,4295873376,SM,Industrial Machinery & Goods,
SymBio Pharmaceuticals Ltd,5000693593,4582,Biotechnology & Pharmaceuticals,
Venky's (India) Ltd,4295872545,WH,Meat, Poultry & Dairy,
Synmosa Biopharma Corp,4295892235,4114,Biotechnology & Pharmaceuticals,
Unichem Laboratories Ltd,4295873083,UL,Biotechnology & Pharmaceuticals,
Dongwha Pharm Co Ltd,4295881570,000020,Biotechnology & Pharmaceuticals,
Gateway Distriparks Ltd,4295874116,GDPL,Rail Transportation,
Maeil Dairies Co Ltd,5055476229,267980,Meat, Poultry & Dairy,
Indian Bank,4295872324,INBK,Commercial Banks,
Spigen Korea Co Ltd,5044007048,192440,Hardware,
Encision Inc,4295906273,ECIA,Medical Equipment & Supplies,
Adhi Karya (Persero) Tbk PT,4295874772,ADHI,Engineering & Construction Services,
Adventure Inc,5044064776,6030,Internet Media & Services,
Enlight Renewable Energy Ltd,4295941118,ENLT,Solar Technology & Project Developers,
Ouster Inc,5080035344,OUST,Hardware,
Nissin Corp,4295877853,3837,Software & IT Services,
inTest Corp,4295906863,INTT,Electrical & Electronic Equipment,
Leclanche SA,4295890671,LECN,Fuel Cells & Industrial Batteries,
Nakamuraya Co Ltd,4295877789,2204,Processed Foods,
Nippon Filcon Co Ltd,4295876511,5942,Pulp & Paper Products,
Faltec Co Ltd,4295880181,7215,Auto Parts,
Guangdong Jiaying Pharmaceutical Co Ltd,4295863600,002198,Biotechnology & Pharmaceuticals,
Tazmo Co Ltd,4295876856,6266,Semiconductors,
Formosa Laboratories Inc,4297684222,4746,Biotechnology & Pharmaceuticals,
XD Inc,5070762056,2400,Software & IT Services,
Rheon Automatic Machinery Co Ltd,4295876055,6272,Industrial Machinery & Goods,
Golden Solar New Energy Technology Holdings Ltd,5001435223,1121,Apparel, Accessories & Footwear,
Trifork Holding AG,5040941739,TRIFOR,Software & IT Services,
Poxel SA,5000786315,POXEL,Biotechnology & Pharmaceuticals,
Aksharchem (India) Ltd,4295973529,ADCH,Chemicals,
Nippon Gear Co Ltd,4295876523,6356,Industrial Machinery & Goods,
Medicine Man Technologies Inc,5044027632,SHWZ,Biotechnology & Pharmaceuticals,
HighPoint Resources Corp,5059985849,HPR,Oil & Gas - Exploration & Production,
Zhejiang Ausun Pharmaceutical Co Ltd,5040253094,603229,Biotechnology & Pharmaceuticals,
YMT Co Ltd,5041976810,251370,Chemicals,
Oric Pharmaceuticals Inc,5047749756,ORIC,Biotechnology & Pharmaceuticals,
Kyokuto Securities Co Ltd,4295880425,8706,Investment Banking & Brokerage,
Fujian Cosunter Pharmaceutical Co Ltd,5035560316,300436,Biotechnology & Pharmaceuticals,
Takara Bio Inc,4295880814,4974,Medical Equipment & Supplies,
Beijing Properties (Holdings) Ltd,4295871742,925,Real Estate,
Franklin Wireless Corp,4295912131,FKWL,Telecommunication Services,
Nippon Pigment Co Ltd,4295876542,4119,Chemicals,
EI Towers SpA,4295875819,EITWY,Engineering & Construction Services,
Kangnam Jevisco Co Ltd,4295881116,000860,Chemicals,
MGM Growth Properties LLC,5050700136,MGP,Real Estate,
Cheil Worldwide Inc,4295882283,030000,Advertising & Marketing,
Honz Pharmaceutical Co Ltd,5000730289,300086,Biotechnology & Pharmaceuticals,
Zhejiang Xianju Pharmaceutical Co Ltd,4297898688,002332,Biotechnology & Pharmaceuticals,
Ahluwalia Contracts (India) Ltd,4295872736,AHLU,Engineering & Construction Services,
Nagarro SE,5076703343,NA9,Software & IT Services,
Melisron Ltd,4295874993,MLSR,Real Estate,
Tiansheng Pharmaceutical Group Co Ltd,5000505704,002872,Biotechnology & Pharmaceuticals,
Meito Sangyo Co Ltd,4295877784,2207,Processed Foods,
Victory New Materials Ltd Co,5040704820,1340,Chemicals,
Jeudan A/S,4295866159,JDAN,Real Estate,
Irras AB,5051002364,IRRAS,Medical Equipment & Supplies,
Kelington Group Bhd,5000467391,KGRB,Engineering & Construction Services,
Nikko Co Ltd,4295877822,6306,Industrial Machinery & Goods,
Chi Ho Development Holdings Ltd,5052525739,8423,Engineering & Construction Services,
Pegavision Corp,5035706698,6491,Medical Equipment & Supplies,
ESAB India Ltd,4295873334,ESAB,Industrial Machinery & Goods,
Zhejiang Zhongcheng Packing Material Co Ltd,5001199838,002522,Containers & Packaging,
DRB-HICOM Bhd,4295883244,DRB,Automobiles,
PCI Holdings Inc,5043465132,3918,Software & IT Services,
JMC Electronics Co Ltd,5035413743,6552,Electrical & Electronic Equipment,
Activia Properties Inc,5037459430,3279,Real Estate,
Shimachu Co Ltd,4295878206,8184,Multiline and Specialty Retailers & Distributors,
Center International Group Co Ltd,5000538576,603098,Engineering & Construction Services,
Wuxi Paike New Materials Technology Co Ltd,5042947750,605123,Industrial Machinery & Goods,
Fom Technologies A/S,5065328504,FOM,Industrial Machinery & Goods,
Deepjoy Picture Corp,5064653675,6688,Media & Entertainment,
Dong Nai Water JSC,5035498353,DNW,Water Utilities & Services,
Tai-Ling Biotech Inc,5035300778,8496,Agricultural Products,
Dunamis Capital PLC,4295941054,CSEC,Professional & Commercial Services,
Uma Converter Ltd,5072791152,UMA,Containers & Packaging,
Yarn Syndicate Ltd,4295976923,YSY,Multiline and Specialty Retailers & Distributors,
Nicco Uco Alliance Credit Ltd,4295873169,NICU,Consumer Finance,
Atrum Coal Ltd,5037367948,ATU,Coal Operations,
New Horizon Health Ltd,5079886189,6606,Medical Equipment & Supplies,
Castellana Properties Socimi SA,5056414936,YCPS,Real Estate,
Impax Environmental Markets PLC,4295896275,IEM,Multiline and Specialty Retailers & Distributors,
Invista SA,4298015136,INV,Asset Management & Custody Activities,
TILT Holdings Inc,5063768015,TILT,Biotechnology & Pharmaceuticals,
D P Abhushan Ltd,5057778746,DPAL,Apparel, Accessories & Footwear,
Country Condo's Ltd,4295917011,COND,Engineering & Construction Services,
M Development Ltd,4295888116,983,Engineering & Construction Services,
Dharani Finance Ltd,4295962071,DF,Commercial Banks,
Suzhou Cheersson Precision Metal Forming Co Ltd,5066562873,002976,Hardware,
Brenmiller Energy Ltd,5056437881,BNRG,Solar Technology & Project Developers,
Novogene Co Ltd,5048021879,688315,Biotechnology & Pharmaceuticals,
DUG Technology Ltd,5074839731,DUG,Software & IT Services,
Computer Warehouse Group PLC,5040698152,CWG,Software & IT Services,
Cyclo Therapeutics Inc,5079222206,CYTH,Biotechnology & Pharmaceuticals,
Blade Air Mobility Inc,5071160071,BLDE,Airlines,
Shenzhen Bioeasy Biotechnology Co Ltd,5070761045,300942,Health Care Delivery,
Jasnita Telekomindo Tbk PT,5068318678,JAST,Telecommunication Services,
Tarsus Group PLC,4298076920,TRS,Professional & Commercial Services,
Leaf Resources Ltd,4295857528,LER,Biofuels,
IndoSterling Technomedia Tbk PT,5074557083,TECH,Software & IT Services,
Sinomag Technology Co Ltd,5037589198,300835,Electrical & Electronic Equipment,
Pallas Group AB,5000756764,PALSB,Marine Transportation,
AMPAK Technology Inc,5001243124,6546,Hardware,
HG Technologies Co Ltd,5043318668,300847,Chemicals,
APFT Bhd,5001438210,APFT,Education,
Vordere PLC,5037936746,VOR,Real Estate,
Rayhoo Motor Dies Co Ltd,5037969132,002997,Industrial Machinery & Goods,
Admicasa Holding AG,5059048456,ADMI,Real Estate Services,
China VTV Ltd,5045915761,CVTV,Internet Media & Services,
Matsuya R&D Co Ltd,5073496812,7317,Industrial Machinery & Goods,
FAP Agri Tbk PT,5079233944,FAPA,Agricultural Products,
Troy Income & Growth Trust PLC,4295896663,TIGT,Professional & Commercial Services,
Vonetize Plc,5051002870,VNTZ,Telecommunication Services,
Silkroad Nickel Ltd,4295888016,SROAD,Metals & Mining,
Klick Data AB,4295890268,KLICB,Software & IT Services,
Aradigm Corp,4295905591,ARDMQ,Biotechnology & Pharmaceuticals,
Brightoil Petroleum (Holdings) Ltd,4295871069,933,Oil & Gas - Exploration & Production,
Zhixin Group Holding Ltd,5073632545,2187,Construction Materials,
Wuxi Chemical Equipment Co Ltd,5000966168,001332,Industrial Machinery & Goods,
Stewardship Financial Corp,4295900604,SSFN,Commercial Banks,
RTG Mining Inc,5039581365,RTG,Metals & Mining,
Keppel Telecommunications & Transportation Ltd,4295887475,KPTTY,Air Freight & Logistics,
Qingdao Gaoce Technology Co Ltd,5052532159,688556,Industrial Machinery & Goods,
Real Nutriceutical Group Ltd,5000642183,2010,Multiline and Specialty Retailers & Distributors,
UCloud Technology Co Ltd,5040698468,688158,Internet Media & Services,
Foxby Corp,4296964189,FXBY,Internet Media & Services,
Stove Kraft Ltd,5068479706,STOVEKRA,Appliance Manufacturing,
Pik Vinkovci dd,4296939218,PIVKRA,Agricultural Products,
Zhejiang Lante Optics Co Ltd,5052545878,688127,Semiconductors,
Monotype India Ltd,4295931194,MTYP,Investment Banking & Brokerage,
Jiangsu Hanvo Safety Product Co Ltd,5058625938,300952,Chemicals,
Risuntek Inc,5055946303,002981,Hardware,
Plano & Plano Desenvolvimento Imobiliario SA,5064650409,APN,Metals & Mining,
Hanoi Plastics JSC,5000061185,NHH,Chemicals,
Prism Finance Ltd,4296747071,PRFI,Consumer Finance,
Stefanel SpA,4295875431,STEF,Apparel, Accessories & Footwear,
Timah Resources Ltd,5000046448,TML,Biofuels,
Sankhya Infotech Ltd,4298001009,SANK,Software & IT Services,
EuroSite Power Inc,5034844713,EUSP,Electric Utilities & Power Generators,
Sproutly Canada Inc,5046652335,SPR,Metals & Mining,
Otherlevels Holdings Ltd,5045504860,OLV,Software & IT Services,
Wata Chemicals Ltd,4295916991,WATACH,Chemicals,
Biosenta Inc,4296213668,ZRO,Chemicals,
MEDIQON Group AG,4295870104,MCE,Software & IT Services,
Infodema SA,4295863456,INFOD,Building Products & Furnishings,
Regnum Corp,5059959564,RGMP,Media & Entertainment,
Innoviz Technologies Ltd,5051767913,INVZ,Hardware,
Lithium Power International Ltd,5050998281,LPI,Metals & Mining,
Elementos Ltd,5000618249,ELT,Metals & Mining,
Global Cannabis Applications Corp,5043951469,APP,Software & IT Services,
Grandbridge Ltd,4295856452,GBA,Asset Management & Custody Activities,
Universal Apparel & Textile Co,4296295793,DKGR,Apparel, Accessories & Footwear,
Dnake Xiamen Intelligent Technology Co Ltd,5071507678,300884,Hardware,
Don Agro International Ltd,5073156692,DAG,Agricultural Products,
Jenkem Technology Co Ltd,5035533532,688356,Chemicals,
Zavodski Stroezhi-Devnya AD,4297195161,3Z8,Engineering & Construction Services,
First Dawood Investment Bank Ltd,4295917470,FDIBL,Consumer Finance,
Ormonde Mining PLC,4295874859,ORM,Metals & Mining,
Beijing Jingyeda Technology Co Ltd,5070512026,003005,Education,
Dare Bioscience Inc,4297878852,DARE,Medical Equipment & Supplies,
Steakholder Foods Ltd,4295941146,OPCT,Meat, Poultry & Dairy,
Protocall Technologies Inc,4296426441,PCLI,Internet Media & Services,
THT Heat Transfer Technology Inc,5000607919,THTI,Asset Management & Custody Activities,
Affinor Growers Inc,5058527580,AFI,Agricultural Products,
Castellum AB,4295890020,CAST,Real Estate,
Carolina Trust Bancshares Inc,5051769411,CART,Commercial Banks,
Medexus Pharmaceuticals Inc,5080528563,MDP,Biotechnology & Pharmaceuticals,
Panache Digilife Ltd,5054883018,PDIGI,Software & IT Services,
Sunedison Infrastructure Ltd,5000058553,SUNEDISO,Engineering & Construction Services,
MenuPay AB,5053732665,MENUB,Software & IT Services,
DRA Global Ltd,5074235835,DRA,Engineering & Construction Services,
QD Laser Inc,5036353533,6613,Semiconductors,
Diogene Co Ltd,5051778642,271850,Health Care Delivery,
Upco International Inc,5043463908,UPCO,Telecommunication Services,
Prospect Park Capital Corp,5037992610,PPK,Asset Management & Custody Activities,
Distinct Infrastructure Group Inc,5037930203,DUG,Engineering & Construction Services,
Talwalkars Better Value Fitness Ltd,5000731846,TALW,Leisure Facilities,
Callidus Capital Corp,5001448211,CBL,Commercial Banks,
InVivo Therapeutics Holdings Corp,4298009290,NVIV,Medical Equipment & Supplies,
SBT Bancorp Inc,4295902288,SBTB,Commercial Banks,
Intradevco Industrial SA,4295981502,INTINDI1,Household & Personal Products,
JNTC Co Ltd,5044065909,204270,Hardware,
Tjk Machinery Tianjin Co Ltd,5042952116,300823,Industrial Machinery & Goods,
TScan Therapeutics Inc,5071077116,TCRX,Biotechnology & Pharmaceuticals,
Birla Cotsyn (India) Ltd,4297826380,BCOT,Multiline and Specialty Retailers & Distributors,
Growthops Ltd,5059050285,TGO,Software & IT Services,
Westcore Energy Ltd,4297739019,WTR,Oil & Gas - Exploration & Production,
SeaLife Corp,4295900183,SLIF,Chemicals,
Sanei Ltd,4298189998,6230,Building Products & Furnishings,
Norsk Titanium AS,5046436431,NTI,Industrial Machinery & Goods,
Rootloc Co Ltd,5079235528,253610,Medical Equipment & Supplies,
Nippon Healthcare Investment Corp,5040932076,3308,Real Estate,
8Telecom International Holdings Co Ltd,4295888074,8TEL,Hardware,
German Startups Group GmbH & Co KgaA,5045823358,GSJ,Asset Management & Custody Activities,
ABKO Co Ltd,5001236494,129890,Hardware,
WingArc1st Inc,5067936970,4432,Software & IT Services,
Springer SA,4295860042,SPRI3,Appliance Manufacturing,
Tenax Therapeutics Inc,4295902940,TENX,Biotechnology & Pharmaceuticals,
Deyun Holding Ltd,5073674752,1440,Apparel, Accessories & Footwear,
Hyflux Ltd,4295888031,HYFXY,Industrial Machinery & Goods,
Target Capital Inc,4297949531,TCI,Asset Management & Custody Activities,
Avior Capital Markets (Pty) Ltd,5001446209,AVR,Investment Banking & Brokerage,
Daxor Corp,4295903842,DXR,Medical Equipment & Supplies,
Afinitas Ltd,5046438140,AFS,Asset Management & Custody Activities,
Newlink Technology Inc,5073351990,9600,Software & IT Services,
Secucen Co Ltd,5046910539,232830,Software & IT Services,
SM Auto Stamping Ltd,4298478311,SMAUTO,Auto Parts,
Seoul Viosys Co Ltd,5000478489,092190,Electrical & Electronic Equipment,
Aarti Surfactants Ltd,5070764459,AARTISUR,Chemicals,
Wagend Infra Venture Ltd,4297607768,WIVL,Engineering & Construction Services,
Alvopetro Energy Ltd,5065322506,ALV,Oil & Gas - Exploration & Production,
Askoll Eva SpA,5052155145,EVA,Automobiles,
Tilak Ventures Ltd,5000156458,TILAK,Consumer Finance,
Borgosesia SpA,4295875553,BO,Industrial Machinery & Goods,
MDJM Ltd,5064706604,MDJH,Real Estate Services,
Fintec Global Bhd,4298114360,FGB,Biofuels,
Additives and Petroleum Products JSC,5001179251,APP,Chemicals,
Tokyu Recreation Co Ltd,4295876743,9631,Leisure Facilities,
Lauritz.com Group A/S,5050992528,LAUR,E-Commerce,
DigiTouch SpA,5043466278,DGT,Advertising & Marketing,
Taiwan Kong King Co Ltd,4295891113,3093,Electronic Manufacturing Services & Original Design Manufacturing,
Firetrade Engineering PCL,5055458581,FTE,Industrial Machinery & Goods,
Barrel Co Ltd,5059929033,267790,Apparel, Accessories & Footwear,
Alltronics Holdings Ltd,4295871521,833,Fuel Cells & Industrial Batteries,
China Television Media Ltd,4295864039,600088,Media & Entertainment,
Abcourt Mines Inc,4295917909,ABI,Metals & Mining,
GTNFOODS JSC,5043452425,GTN,Agricultural Products,
HK Asia Holdings Ltd,5057818813,1723,Multiline and Specialty Retailers & Distributors,
Korporacja Gospodarcza Efekt SA,4295886570,EFK,Real Estate,
Sunlight (1977) Holdings Ltd,5059037148,8451,Household & Personal Products,
ORIX Leasing Pakistan Ltd,4295885954,OLPL,Commercial Banks,
Mida Leasing PCL,4295892921,ML,Consumer Finance,
Izmo Ltd,4295872191,IZMO,Software & IT Services,
SAI Leisure Group Co Ltd,5066624760,1832,Hotels & Lodging,
Showa Corp,4295878680,7274,Auto Parts,
MNRB Holdings Bhd,4295883375,MNRB,Insurance,
Market Herald Ltd,5051786895,TMH,Internet Media & Services,
Ni Hsin Resources Bhd,4295883306,NHR,Household & Personal Products,
Bioservo Technologies AB,5037280834,BIOS,Engineering & Construction Services,
Aqua SA,5001166435,AQU,Water Utilities & Services,
Pacific Valley Bank,4297238710,PVBK,Commercial Banks,
Northfield Capital Corp,4296378908,NFD/A,Asset Management & Custody Activities,
Jaywing PLC,4295893855,JWNG,Advertising & Marketing,
Sunty Development Co Ltd,4295891553,3266,Real Estate,
C Security Systems AB,5039925922,CSEC,Hardware,
Mutto Optronics Corp,5000766016,4950,Hardware,
Ronson Development SE,5067497500,RON,Home Builders,
Hana Pharm Co Ltd,5000842330,293480,Biotechnology & Pharmaceuticals,
Texim Bank AD,5000057596,5CP,Commercial Banks,
Cherrypick Games SA,5057813928,CHP,Software & IT Services,
MerryMart Consumer Corp,5073136252,MM,Food Retailers & Distributors,
Centenary United Holdings Ltd,5068308440,1959,Multiline and Specialty Retailers & Distributors,
International Dispensing Corp,4295913844,IDND,Industrial Machinery & Goods,
GO internet SpA,5043333294,GO,Telecommunication Services,
Dunas Energia SAA,5001200771,DUNENC1,Electric Utilities & Power Generators,
Nam Seng Insurance PCL,4295892846,NSI,Insurance,
Medyssey Co Ltd,5035543072,200580,Medical Equipment & Supplies,
Autolite India Ltd,4295874274,ATLT,Auto Parts,
Guang Dong Sitong Group Co Ltd,5000532541,603838,Household & Personal Products,
OSK Ventures International Bhd,4295883679,OSKV,Asset Management & Custody Activities,
Castelbajac Co Ltd,5062447671,308100,Apparel, Accessories & Footwear,
Camber Energy Inc,4295904259,CEI,Oil & Gas - Exploration & Production,
Geechs Inc,5000008795,7060,Software & IT Services,
Howard Hotels Ltd,4295873023,HWH,Hotels & Lodging,
Makolab SA,4297936559,MLB,Software & IT Services,
San Juan Basin Royalty Trust,4295904881,SJT,Oil & Gas - Exploration & Production,
Ferrovia Centro Atlantica SA,4295860142,VSPT3,Rail Transportation,
Lease IT PCL,5000060594,LIT,Consumer Finance,
Hoang Minh Finance Investment JSC,5050312273,KPF,Construction Materials,
Bien Hoa Concrete JSC,5000013552,BHC,Construction Materials,
8VI Holdings Ltd,5046624909,8VI,Education,
Nippon Techno Lab Inc,4295880048,3849,Software & IT Services,
Doumob,5065356314,1917,Advertising & Marketing,
Gandhi Special Tubes Ltd,4295872663,GNDI,Iron & Steel Producers,
Atlas Resources Tbk PT,5035392425,ARII,Coal Operations,
hGears AG,5039935661,HGEA,Auto Parts,
GETS Global Bhd,4295883240,GETS,Road Transportation,
Ziyuanyuan Holdings Group Ltd,5055433609,8223,Commercial Banks,
Synnex (Thailand) PCL,4298015010,SYNEX,Multiline and Specialty Retailers & Distributors,
Grand Talents Group Holdings Ltd,5061949765,8516,Engineering & Construction Services,
Lumina Group Ltd,5052129794,8470,Professional & Commercial Services,
WeWork Inc,5076114142,WE,Real Estate,
Universal PropTech Inc,4298081741,UPI,Professional & Commercial Services,
Sara Vietnam JSC,4297738348,SRA,Engineering & Construction Services,
Trans Polonia SA,4298097633,TRN,Road Transportation,
Jordan Investment Trust PLC,4295880863,JOIT,Investment Banking & Brokerage,
Grandsouth Bancorp,4295899864,GRRB,Commercial Banks,
Singer (Sri Lanka) PLC,4295889689,SINS,Multiline and Specialty Retailers & Distributors,
Resource Alam Indonesia Tbk PT,4295874362,KKGI,Coal Operations,
Borusan Yatirim ve Pazarlama AS,4295893673,BRYAT,Asset Management & Custody Activities,
