company_name|perm_id|data_type|disclosure|metric_description|metric_name|metric_value|nb_points_of_observations|pillar|Industry|year|metric_value_scaled|metric_value_log
Amylyx Pharmaceuticals Inc|5044011252|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|151|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Amylyx Pharmaceuticals Inc|5044011252|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|151|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Amylyx Pharmaceuticals Inc|5044011252|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|151|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Amylyx Pharmaceuticals Inc|5044011252|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|151|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Shenzhen New Industries Biomedical Engineering Co Ltd|5041976582|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|146|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Shenzhen New Industries Biomedical Engineering Co Ltd|5041976582|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|146|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Afyren SAS|5047106998|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|144|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Afyren SAS|5047106998|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|144|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Afyren SAS|5047106998|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|144|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Afyren SAS|5047106998|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|144|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Afyren SAS|5047106998|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|144|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Afyren SAS|5047106998|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|144|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Afyren SAS|5047106998|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|144|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Afyren SAS|5047106998|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|144|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Loxam SAS|4297463274|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|136|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Loxam SAS|4297463274|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|136|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Geneuro SA|5035525137|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|133|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Geneuro SA|5035525137|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|133|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Geneuro SA|5035525137|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|133|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Geneuro SA|5035525137|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|133|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Geneuro SA|5035525137|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|133|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Athora Netherlands NV|4296558856|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|131|G_risk|Biotechnology & Pharmaceuticals|2022|0.004|0.6931471805599453
Athora Netherlands NV|4296558856|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|131|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Abivax SA|5041076826|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|128|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Abivax SA|5041076826|float|REPORTED|Already reported ratio of CEO compensation over median annual employee compensation. Must say median was used as denominator.|CEO_PAY_RATIO_MEDIAN|5.3|128|G_risk|Biotechnology & Pharmaceuticals|2022|0.0212|1.840549633397487
Abivax SA|5041076826|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|128|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Abivax SA|5041076826|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|128|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Abivax SA|5041076826|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|128|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Abivax SA|5041076826|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|128|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Abivax SA|5041076826|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|128|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Abivax SA|5041076826|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|128|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Abivax SA|5041076826|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|128|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Genor Biopharma Holdings Ltd|5064614344|int|CALCULATED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|0.0|124|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Genor Biopharma Holdings Ltd|5064614344|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|124|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Genor Biopharma Holdings Ltd|5064614344|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|124|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Genor Biopharma Holdings Ltd|5064614344|int|CALCULATED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|0.0|124|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Genor Biopharma Holdings Ltd|5064614344|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|0.0|124|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Genor Biopharma Holdings Ltd|5064614344|int|CALCULATED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|0.0|124|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Ama Corporation PLC|5080040632|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
uPI Semiconductor Corp|4298530367|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Semiconductors|2021|0.0|0.0
uPI Semiconductor Corp|4298530367|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Semiconductors|2019|0.0|0.0
Ama Corporation PLC|5080040632|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Prime Medicine Inc|5079223028|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|118|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Ama Corporation PLC|5080040632|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Prime Medicine Inc|5079223028|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|118|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Prime Medicine Inc|5079223028|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|118|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
uPI Semiconductor Corp|4298530367|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Semiconductors|2022|0.0|0.0
uPI Semiconductor Corp|4298530367|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|118|G_risk|Semiconductors|2022|0.4|4.61512051684126
uPI Semiconductor Corp|4298530367|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|118|G_risk|Semiconductors|2023|0.4|4.61512051684126
uPI Semiconductor Corp|4298530367|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Semiconductors|2020|0.0|0.0
uPI Semiconductor Corp|4298530367|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|118|G_risk|Semiconductors|2022|0.4|4.61512051684126
Ama Corporation PLC|5080040632|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|118|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
uPI Semiconductor Corp|4298530367|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|118|G_risk|Semiconductors|2023|0.4|4.61512051684126
Prime Medicine Inc|5079223028|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|118|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Transphorm Technology Inc|4296166538|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|117|G_risk|Semiconductors|2023|0.4|4.61512051684126
Transphorm Technology Inc|4296166538|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|117|G_risk|Semiconductors|2023|0.4|4.61512051684126
WinWay Technology Co Ltd|5044095937|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|112|G_risk|Semiconductors|2023|0.004|0.6931471805599453
WinWay Technology Co Ltd|5044095937|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|112|G_risk|Semiconductors|2019|0.0|0.0
WinWay Technology Co Ltd|5044095937|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|112|G_risk|Semiconductors|2023|0.4|4.61512051684126
WinWay Technology Co Ltd|5044095937|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|112|G_risk|Semiconductors|2020|0.0|0.0
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Vivoryon Therapeutics NV|5079212860|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|105|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Espressif Systems Shanghai Co Ltd|5038031866|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Semiconductors|2019|0.0|0.0
Espressif Systems Shanghai Co Ltd|5038031866|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Semiconductors|2020|0.0|0.0
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Kim Forest Enterprise Co Ltd|5044674796|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Beijing Huafeng Test & Control Technology Co Ltd|5071118441|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Semiconductors|2019|0.0|0.0
Kim Forest Enterprise Co Ltd|5044674796|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Vivoryon Therapeutics NV|5079212860|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|105|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Beijing Huafeng Test & Control Technology Co Ltd|5071118441|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|105|G_risk|Semiconductors|2020|0.0|0.0
Genetron Holdings Ltd|5071553510|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|104|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Genetron Holdings Ltd|5071553510|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|104|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Genetron Holdings Ltd|5071553510|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|66.67|104|G_risk|Biotechnology & Pharmaceuticals|2022|0.26668|4.2146429502441345
Genetron Holdings Ltd|5071553510|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|66.67|104|G_risk|Biotechnology & Pharmaceuticals|2021|0.26668|4.2146429502441345
Sellas Life Sciences Group Inc|4298009979|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|104|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Genetron Holdings Ltd|5071553510|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|104|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Sellas Life Sciences Group Inc|4298009979|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|104|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
NPX Inc|4298369969|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|103|G_risk|Semiconductors|2019|0.0|0.0
Biora Therapeutics Inc|5044195095|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|103|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Biora Therapeutics Inc|5044195095|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|103|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Biora Therapeutics Inc|5044195095|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|103|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Biora Therapeutics Inc|5044195095|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|103|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
NPX Inc|4298369969|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|103|G_risk|Semiconductors|2020|0.0|0.0
Medigen Vaccine Biologics Corp|5044030765|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|102|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Medigen Vaccine Biologics Corp|5044030765|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Lidds AB|4297914635|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Medigen Vaccine Biologics Corp|5044030765|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Shree Ganesh Remedies Ltd|5057777372|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Lidds AB|4297914635|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2022|0.0|0.0
Medigen Vaccine Biologics Corp|5044030765|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Medigen Vaccine Biologics Corp|5044030765|int|CALCULATED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|0.0|102|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
